actividad_tipo,nombre,tipo_via_codigo,tipo_via_descripcion,direccion_nombre_via,direccion_numero,direccion_codigo_postal,municipio_codigo,municipio_nombre,referencia,web,email,telefono,fax,longitud,latitud,fecha_creacion,fecha_actualizacion
aparcamiento publico,Aparcamiento publico,Av,Avenida,de Moscu,s/n,38670.0,38001,Adeje,,,,,,-16.73077651,28.09312549,2023-10-25T12:28:57.380000,2023-10-25T12:28:57.380000
aparcamiento publico,Aparcamiento publico,Cl,Calle,Principe Pelinor,10,38670.0,38001,Adeje,,,,,,-16.72574904,28.12282477,2023-10-25T12:21:33.159000,2023-10-25T12:21:33.159000
aparcamiento publico,Aparcamiento publico,Cl,Calle,La Viña,s/n,38670.0,38001,Adeje,,,,,,-16.72928608,28.12294038,2023-10-25T12:20:32.927000,2023-10-25T12:20:32.927000
aparcamiento publico,Aparcamiento publico,Cl,Calle,Vista Alegre,s/n,38380.0,38051,La Victoria,Ayuntamiento,,,,,-16.4693979,28.43393443,2023-10-31T09:47:52.450000,2023-10-31T09:48:46.495000
aparcamiento publico,Aparcamiento publico,Av,Avenida,Mencey Bencomo,s/n,38380.0,38051,La Victoria,Campo de futbol La Victoria de Acentejo,,,,,-16.47135859,28.43855414,2023-10-31T09:45:10.377000,2023-10-31T09:48:46.495000
aparcamiento publico,Aparcamiento publico,Cl,Calle,Las Haciendas,s/n,38380.0,38051,La Victoria,,,,,,-16.46909013,28.43412971,2023-10-31T09:47:52.450000,2023-10-31T09:47:52.450000
aparcamiento publico,Aparcamiento publico,Cl,Calle,Mesa del Mar,s/n,38350.0,38043,Tacoronte,Piscina Natural,,,,,-16.42433578,28.5031442,2023-10-31T11:13:17.833000,2023-10-31T11:13:17.833000
aparcamiento publico,Aparcamiento publico,Cr,Carretera,El Pris,s/n,38350.0,38043,Tacoronte,El Pris,,,,,-16.42084873,28.51141188,2023-10-31T11:14:31.346000,2023-10-31T11:14:31.346000
aparcamiento publico,Aparcamiento publico,Cr,Carretera,TF-16,s/n,38350.0,38043,Tacoronte,,,,,,-16.41342313,28.47833961,2023-10-31T10:33:29.378000,2023-10-31T10:33:29.378000
aparcamiento publico,Aparcamiento publico,Cl,Calle,Mesa del Mar,s/n,38350.0,38043,Tacoronte,Mesa del Mar,,,,,-16.42387021,28.50287236,2023-10-31T11:12:30.959000,2023-10-31T11:12:30.959000
aparcamiento publico,Aparcamiento publico,Av,Avenida,Cabildo Insular,s/n,38588.0,38005,Arico,Puerto de Tajao,,,,,-16.46972677,28.10947493,2023-10-25T11:59:13.546000,2023-10-25T11:59:13.546000
aparcamiento publico,Aparcamiento publico,Cl,Calle,Lorenzo Rodriguez,2,38588.0,38005,Arico,Zona de Acampada de San Miguel de Tajao,,,,,-16.47395903,28.10731115,2023-10-25T11:54:48.539000,2023-10-25T11:54:48.539000
aparcamiento publico,Aparcamiento publico,Av,Avenida,Vera de Candelaria,s/n,38588.0,38005,Arico,Abades,,,,,-16.44506375,28.14297196,2023-11-02T09:12:43.984000,2023-11-02T09:12:43.984000
aparcamiento publico,Aparcamiento publico,Av,Avenida,Cantera del Sol,s/n,38588.0,38005,Arico,Abades,,,,,-16.44462065,28.14354239,2023-11-02T08:54:35.628000,2023-11-02T09:10:48.237000
aparcamiento publico,Aparcamiento publico,Cl,Calle,16 de Mayo,s/n,38588.0,38005,Arico,Abades,,,,,-16.44079771,28.14250659,2023-11-02T08:38:42.190000,2023-11-02T08:38:42.190000
aparcamiento publico,Aparcamiento publico,Av,Avenida,La Marina ,s/n,38588.0,38005,Arico,Abades,,,,,-16.44074771,28.14170669,2023-11-02T08:42:39.276000,2023-11-02T09:10:48.237000
aparcamiento publico,Aparcamiento publico,Av,Avenida,Vera de Candelaria,s/n,38588.0,38005,Arico,Abades,,,,,-16.44557775,28.14329067,2023-11-02T09:10:11.989000,2023-11-02T09:10:11.989000
aparcamiento publico,Aparcamiento publico,Cl,Calle,El Timon,s/n,38588.0,38005,Arico,Abades,,,,,-16.44512839,28.14388766,2023-11-02T08:53:28.599000,2023-11-02T09:10:48.237000
aparcamiento publico,Aparcamiento publico,Cl,Calle,Susana,s/n,38470.0,38042,Los Silos,,,,,,-16.81743325,28.3648387,2023-10-31T08:53:38.578000,2023-10-31T08:53:38.578000
aparcamiento publico,Aparcamiento publico,Cl,Calle,Lagar de Mendoza,3,38360.0,38041,El Sauzal,,,,,,-16.41852481,28.47417609,2023-10-31T10:29:41.354000,2023-10-31T10:29:41.354000
aparcamiento publico,Aparcamiento publico,Av,Avenida,Francisco Andrade Fumero,1,38660.0,38006,Arona,,,,,,-16.729422,28.05219955,2023-10-25T14:05:51.287000,2023-10-25T14:05:51.287000
aparcamiento publico,Aparcamiento publico,Cl,Calle,Jose Garcia Allo,s/n,38626.0,38006,Arona,Valle San Lorenzo,,,,,-16.65697905,28.09261931,2023-11-06T08:39:15.787000,2023-11-06T08:39:15.787000
aparcamiento publico,Aparcamiento publico,Lg,"Lugar, zona",Puerto de San Miguel,s/n,38639.0,38006,Arona,Amarilla Golf,,,,,-16.61171715,28.02203217,2023-11-02T12:48:44.866000,2023-11-02T12:48:44.866000
aparcamiento publico,Aparcamiento publico,Av,Avenida,J. M. Galvan Bello,1,38639.0,38006,Arona,Campo de golf,,,,,-16.61016891,28.03391969,2023-11-02T12:43:55.406000,2023-11-02T12:43:55.406000
aparcamiento publico,Aparcamiento publico,Cl,Calle,Trasera S. Blas,1,38639.0,38006,Arona,Oasis del Sur,,,,,-16.60025145,28.0278611,2023-11-02T12:35:13.845000,2023-11-02T12:35:13.845000
aparcamiento publico,Aparcamiento publico,Cl,Calle,San Blas,101,38639.0,38006,Arona,Oasis del Sur,,,,,-16.60229806,28.02927342,2023-11-02T12:34:03.253000,2023-11-02T12:34:03.253000
aparcamiento publico,Aparcamiento publico,Cl,Calle,Texas,s/n,38650.0,38006,Arona,La Pepa,,,,,-16.70651247,28.05250107,2023-10-25T14:20:40.603000,2023-10-25T14:20:40.603000
aparcamiento publico,Aparcamiento publico,Cl,Calle,Bulevar Chajofe,s/n,38650.0,38006,Arona,,,,,,-16.71397088,28.05414617,2023-10-25T14:12:09.760000,2023-10-25T14:12:09.760000
aparcamiento publico,Aparcamiento publico,Cl,Calle,Siete Islas,s/n,38650.0,38006,Arona,,,,,,-16.72697857,28.0585456,2023-10-25T14:01:17.046000,2023-10-25T14:01:17.046000
aparcamiento publico,Aparcamiento publico,Av,Avenida,Inmaculada Concepcion,s/n,38360.0,38041,El Sauzal,,,,,,-16.43443369,28.47965506,2023-10-31T10:22:46.852000,2023-10-31T10:22:46.852000
aparcamiento publico,Aparcamiento publico,Cm,Camino,El Rincon,s/n,38480.0,38010,Buenavista del Norte,,,,,,-16.87497423,28.36963105,2023-10-31T08:47:15.747000,2023-10-31T08:47:15.747000
aparcamiento publico,Aparcamiento publico,Cm,Camino,El Fraile,s/n,38480.0,38010,Buenavista del Norte,Playa Punta del Fraile,,,,,-16.87868624,28.36877803,2023-10-31T08:46:12.077000,2023-10-31T08:46:12.077000
aparcamiento publico,Aparcamiento publico,Av,Avenida,Jose Gonzalez Forte,s/n,38683.0,38040,Santiago del Teide,Los Gigantes,,,,,-16.84229877,28.24394734,2023-11-06T09:12:16.161000,2023-11-06T09:12:16.161000
aparcamiento publico,Aparcamiento publico,Cl,Calle,Las Rosas,s/n,38683.0,38040,Santiago del Teide,,,,,,-16.84073179,28.24077353,2023-11-06T09:04:54.003000,2023-11-06T09:04:54.003000
aparcamiento publico,Aparcamiento publico,Cl,Calle,Guanches de la Virgen de Candelaria,8,38509.0,38011,Candelaria,,,,,,-16.37484063,28.35064445,2023-10-31T13:53:29.525000,2023-10-31T13:53:29.525000
aparcamiento publico,Aparcamiento publico,Av,Avenida,Las Palmeras,s/n,38390.0,38039,Santa Úrsula,,,,,,-16.48928283,28.42693534,2023-10-31T09:38:21.734000,2023-10-31T09:38:21.734000
aparcamiento publico,Aparcamiento publico,Av,Avenida,Los Roques,s/n,38570.0,38012,Fasnia,San Roque,,,,,-16.41395431,28.22087143,2023-11-02T08:29:05.786000,2023-11-02T08:29:05.786000
aparcamiento publico,Aparcamiento publico,Av,Avenida,Adolfo Suarez,s/n,38450.0,38015,Garachico,,,,,,-16.76342228,28.37493114,2023-10-31T09:06:00.554000,2023-10-31T09:06:00.554000
aparcamiento publico,Aparcamiento publico,Cr,Carretera,TF-42,s/n,38460.0,38015,Garachico,San Pedro Daute,,,,,-16.77000424,28.37096134,2023-10-31T08:59:38.067000,2023-10-31T08:59:38.067000
aparcamiento publico,Aparcamiento publico,Cr,Carretera,TF-42,s/n,38460.0,38015,Garachico,,,,,,-16.768042,28.37187685,2023-10-31T09:01:06.611000,2023-10-31T09:01:06.611000
aparcamiento publico,Aparcamiento publico,Cl,Calle,18 de Julio,s/n,38460.0,38015,Garachico,,,,,,-16.76375661,28.37269393,2023-10-31T09:03:02.654000,2023-10-31T09:03:02.654000
aparcamiento publico,Aparcamiento publico,Cl,Calle,La Gaviota,s/n,38618.0,38017,Granadilla de Abona,Los Abrigos,,,,,-16.59176973,28.03122317,2023-11-02T12:18:12.190000,2023-11-02T12:18:12.190000
aparcamiento publico,Aparcamiento publico,Cl,Calle,de El Risco,s/n,38619.0,38017,Granadilla de Abona,,,,,,-16.50659171,28.09090996,2023-11-02T09:58:05.365000,2023-11-02T09:58:05.365000
aparcamiento publico,Aparcamiento publico,Av,Avenida,Europa,s/n,38612.0,38017,Granadilla de Abona,La Jaquita,,,,,-16.52893413,28.05040583,2023-11-02T10:10:02.905000,2023-11-02T10:10:02.905000
aparcamiento publico,Aparcamiento publico,Cl,Calle,La Arena,s/n,38618.0,38017,Granadilla de Abona,Los Abrigos,,,,,-16.59519429,28.03000926,2023-11-02T12:22:04.448000,2023-11-02T12:22:04.448000
aparcamiento publico,Aparcamiento publico,Cl,Calle,La Sirenita,s/n,38618.0,38017,Granadilla de Abona,La Mareta,,,,,-16.57452197,28.03153641,2023-11-02T12:12:57.638000,2023-11-02T12:12:57.638000
aparcamiento publico,Aparcamiento publico,Cl,Calle,Estrella de Mar,s/n,38618.0,38017,Granadilla de Abona,Los Abrigos,,,,,-16.5921525,28.0304553,2023-11-02T12:16:46.787000,2023-11-02T12:16:46.787000
aparcamiento publico,Aparcamiento publico,Cl,Calle,Adolfo Suarez,s/n,38429.0,38018,La Guancha,Las Aguas,,,,,-16.63946335,28.39504884,2023-10-31T09:16:27.167000,2023-10-31T09:16:27.167000
aparcamiento publico,Aparcamiento publico,Cl,Calle,Artes de Mar,2,38687.0,38019,Guía de Isora,Playa San Juan,,,,,-16.81382747,28.18100785,2023-11-06T08:45:29.619000,2023-11-06T08:45:29.619000
aparcamiento publico,Aparcamiento publico,Cl,Calle,Carero,s/n,38686.0,38019,Guía de Isora,Alcala,,,,,-16.83117209,28.20196607,2023-11-06T08:52:32.918000,2023-11-06T08:52:32.918000
aparcamiento publico,Aparcamiento publico,Cl,Calle,Punta Negra,s/n,38683.0,38019,Guía de Isora,La Arena,,,,,-16.84193163,28.22793457,2023-11-06T08:56:51.550000,2023-11-06T08:56:51.550000
aparcamiento publico,Aparcamiento publico,Cl,Calle,La Salvaje,s/n,38683.0,38019,Guía de Isora,La Arena,,,,,-16.83958819,28.23301204,2023-11-06T08:59:05.702000,2023-11-06T08:59:05.702000
aparcamiento publico,Aparcamiento publico,Cl,Calle,Nicolas Gonzalez Sopranis,1,38010.0,38038,Santa Cruz de Tenerife,,,,,,-16.28462421,28.45977873,2023-10-31T12:41:54.897000,2023-10-31T12:41:54.897000
aparcamiento publico,Aparcamiento publico,Av,Avenida,Maritima,s/n,38190.0,38038,Santa Cruz de Tenerife,,,,,,-16.33277421,28.40157847,2023-10-31T13:41:09.877000,2023-10-31T13:41:09.877000
aparcamiento publico,Aparcamiento publico,Av,Avenida,Maritima,s/n,38190.0,38038,Santa Cruz de Tenerife,,,,,,-16.33261798,28.40098011,2023-10-31T13:41:09.877000,2023-10-31T13:41:09.877000
aparcamiento publico,Aparcamiento publico,Py,Playa,Las Teresitas,s/n,38129.0,38038,Santa Cruz de Tenerife,Las Teresitas,,,,,-16.18561204,28.50996832,2023-11-03T12:41:53.100000,2023-11-03T12:41:53.100000
aparcamiento publico,Aparcamiento publico,Cr,Carretera,TF-4,s/n,38003.0,38038,Santa Cruz de Tenerife,Palmetum,,,,,-16.25670907,28.45349752,2023-11-03T13:17:38.687000,2023-11-03T13:17:38.687000
aparcamiento publico,Aparcamiento publico,Cl,Calle,Dr. Antonio Perera Reyes,s/n,38003.0,38038,Santa Cruz de Tenerife,Intercambiador Santa Cruz,,,,,-16.25067861,28.45881714,2023-11-03T13:23:50.347000,2023-11-03T13:23:50.347000
aparcamiento publico,Aparcamiento publico,Cr,Carretera,General del Rosario,s/n,38010.0,38038,Santa Cruz de Tenerife,Hospital Universitario Nuestra Señora de Candelaria,,,,,-16.2871895,28.44749986,2023-11-03T13:30:46.537000,2023-11-03T13:30:46.537000
aparcamiento publico,Aparcamiento publico,Cr,Carretera,a Icod,5,38458.0,38022,Icod de los Vinos,,,,,,-16.74505904,28.37347977,2023-10-31T09:10:19.454000,2023-10-31T09:10:19.454000
aparcamiento publico,Aparcamiento publico,Cl,Calle,Pancho Camurria,1,38009.0,38038,Santa Cruz de Tenerife,Pabellon Pancho Camurria,,,,,-16.2680576,28.45665414,2023-11-03T14:06:08.141000,2023-11-03T14:06:08.141000
aparcamiento publico,Aparcamiento publico,Cr,Carretera,General de Hoya Fria,s/n,38110.0,38038,Santa Cruz de Tenerife,Tanatorio Santa Lastenia,,,,,-16.27890307,28.44772873,2023-11-03T14:10:33.383000,2023-11-03T14:10:33.383000
aparcamiento publico,Aparcamiento publico,Av,Avenida,Cornisa Achimencey,s/n,38250.0,38023,La Laguna,Bajamar,,,,,-16.34895122,28.55280163,2023-11-02T14:33:25.165000,2023-11-02T14:33:25.165000
aparcamiento publico,Aparcamiento publico,Cr,Carretera,TF-12,s/n,38294.0,38023,La Laguna,Cruz del Carmen,,,,,-16.27993419,28.53088748,2023-11-03T12:34:15.943000,2023-11-03T12:34:15.943000
aparcamiento publico,Aparcamiento publico,Cm,Camino,La Barranquera,140,38270.0,38023,La Laguna,,,,,,-16.39522237,28.53715073,2023-11-03T12:07:11.276000,2023-11-03T12:07:11.276000
aparcamiento publico,Aparcamiento publico,Av,Avenida,el Sol,s/n,38250.0,38023,La Laguna,Bajamar,,,,,-16.34456585,28.55504822,2023-11-02T14:15:11.669000,2023-11-02T14:15:11.669000
aparcamiento publico,Aparcamiento publico,Av,Avenida,de los Menceyes,399,38320.0,38023,La Laguna,,,,,,-16.28802845,28.46821983,2023-10-31T12:35:40.628000,2023-10-31T12:35:40.628000
aparcamiento publico,Aparcamiento publico,Cl,Calle,Marosilla,s/n,38320.0,38023,La Laguna,Complejo Deportivo,,,,,-16.29056875,28.47026019,2023-10-31T12:34:27.427000,2023-10-31T12:34:27.427000
aparcamiento publico,Aparcamiento publico,Cl,Calle,Mali,s/n,38320.0,38023,La Laguna,,,,,,-16.28877835,28.46291739,2023-10-31T12:31:06.824000,2023-10-31T12:31:06.824000
aparcamiento publico,Aparcamiento publico,Cl,Calle,Mali,s/n,38320.0,38023,La Laguna,Campo Futbol,,,,,-16.28955013,28.46232996,2023-10-31T12:30:32.544000,2023-10-31T12:30:32.544000
aparcamiento publico,Aparcamiento publico,Cl,Calle,Piedra Redonda,12,38670.0,38001,Adeje,,,,,,-16.72911736,28.12193426,2023-10-25T12:19:44.507000,2023-10-25T12:19:44.507000
aparcamiento publico,Aparcamiento publico,Cr,Carretera,General TF-217,s/n,38370.0,38025,La Matanza,Mercadillo del Agricultor,,,,,-16.45789002,28.44737175,2023-10-31T10:06:10.009000,2023-10-31T10:06:10.009000
aparcamiento publico,Aparcamiento publico,Cl,Calle,La Resbala,s/n,38379.0,38025,La Matanza,Pabellon Municipal,,,,,-16.45224388,28.44697492,2023-10-31T10:10:10.454000,2023-10-31T10:11:56.466000
aparcamiento publico,Aparcamiento publico,Cl,Calle,La Resbala,s/n,38379.0,38025,La Matanza,Complejo Deportivo,,,,,-16.45102216,28.44635313,2023-10-31T10:11:26.561000,2023-10-31T10:11:26.561000
aparcamiento publico,Aparcamiento publico,Cr,Carretera,General TF-217,s/n,38370.0,38025,La Matanza,,,,,,-16.45828997,28.44730301,2023-10-31T10:05:15.495000,2023-10-31T10:05:15.495000
aparcamiento publico,Aparcamiento publico,Cl,Calle,Pintor Hernandez Quintana,s/n,38314.0,38026,La Orotava,Complejo Mayorazgo,,,,,-16.5313883,28.39354904,2023-10-31T09:28:56.311000,2023-10-31T09:28:56.311000
aparcamiento publico,Aparcamiento publico,Cl,Calle,Agrupacion Folklorica de Higa,s/n,38315.0,38026,La Orotava,,,,,,-16.56136411,28.37859941,2023-10-31T09:23:58.235000,2023-10-31T09:23:58.235000
aparcamiento publico,Aparcamiento publico,Cl,Calle,Corazon de Maria,s/n,38010.0,38038,Santa Cruz de Tenerife,,,,,,-16.28799721,28.45007687,2023-10-31T13:10:27.967000,2023-10-31T13:10:27.967000
aparcamiento publico,Aparcamiento publico,Cr,Carretera,de las Dehesas,20,38400.0,38028,Puerto de la Cruz,Las Dehesas,,,,,-16.55524068,28.40863458,2023-10-31T08:39:29.855000,2023-10-31T08:39:29.855000
aparcamiento publico,Aparcamiento publico,Lg,"Lugar, zona",Explada del Muelle,s/n,38400.0,38028,Puerto de la Cruz,,,,,,-16.55159975,28.41844737,2023-10-25T14:24:39.517000,2023-10-25T14:24:39.517000
aparcamiento publico,Aparcamiento publico,Av,Avenida,Familia de Betancourt y Molina,s/n,38400.0,38028,Puerto de la Cruz,,,,,,-16.54745575,28.41533371,2023-10-27T08:30:52.490000,2023-10-27T08:30:52.490000
aparcamiento publico,Aparcamiento publico,Cr,Carretera,Taoro,s/n,38400.0,38028,Puerto de la Cruz,Parque Taoro,,,,,-16.54830877,28.41130299,2023-10-27T08:31:55.051000,2023-10-27T08:31:55.051000
aparcamiento publico,Aparcamiento publico,Cr,Carretera,TF-652,s/n,38631.0,38035,San Miguel,Las Galletas,,,,,-16.65404135,28.00931272,2023-11-02T13:12:37.367000,2023-11-02T13:12:37.367000
aparcamiento publico,Aparcamiento publico,Ps,Paseo,Cronos,s/n,38630.0,38035,San Miguel,,,,,,-16.64704694,28.01027666,2023-11-02T13:18:16.731000,2023-11-02T13:19:43.650000
aparcamiento publico,Aparcamiento publico,Cr,Carretera,TF-5,s/n,38419.0,38031,Los Realejos,Rambla de Castro,,,,,-16.59328497,28.394852,2023-10-31T09:19:17.960000,2023-10-31T09:19:17.960000
aparcamiento publico,Aparcamiento publico,Av,Avenida,de Fernando Salazar Gonzalez,s/n,38631.0,38035,San Miguel,Las Galletas,,,,,-16.6532727,28.00723174,2023-11-02T13:09:12.139000,2023-11-02T13:09:12.139000
aparcamiento publico,Aparcamiento publico,Cr,Carretera,General TF-66,s/n,38631.0,38035,San Miguel,Las Galletas,,,,,-16.65522244,28.00901589,2023-11-02T13:14:03.895000,2023-11-02T13:14:03.895000
aparcamiento publico,Aparcamiento publico,Cl,Calle,Camino de Archiles,11,38632.0,38035,San Miguel,Campo de futbol,,,,,-16.63024443,28.0359374,2023-11-02T13:03:44.634000,2023-11-02T13:03:44.634000
aparcamiento publico,Aparcamiento Publico,CL,Calle,La Iglesia,0,38370.0,38025,La Matanza,,,,,,-16.44695161,28.45280808,2016-05-09T12:45:15.374000,2016-11-09T09:37:12.779000
aparcamiento publico,Aparcamiento Publico,AV,Avenida,La Constitucion,2,38509.0,38011,Candelaria,Aparcamianto Descubierto,,,,,-16.36988503,28.35490008,2016-05-09T12:45:15.374000,2015-08-04T10:53:32.454000
aparcamiento publico,Aparcamiento Publico,AV,Avenida,La Constitucion,4,38509.0,38011,Candelaria,Aparcamianto Descubierto,,,,,-16.36970916,28.35556754,2016-05-09T12:45:15.374000,2015-08-04T10:53:32.454000
aparcamiento publico,Aparcamiento Publico,Cm,Camino,El Espinero,s/n,38206.0,38023,La Laguna,Aparcamiento Descubierto,,,,,-16.32824829,28.48768606,2023-10-16T10:49:21.582000,2023-10-16T10:50:43.423000
aparcamiento publico,Aparcamiento Publico,CL,Calle,Andres Tejera Reyes,4,38509.0,38011,Candelaria,Aparcamianto Cubierto,,,,,-16.37009057,28.35621805,2016-05-09T12:45:15.374000,2015-08-04T10:53:32.454000
aparcamiento publico,Aparcamiento Publico,CL,Calle,Tosca de la Iglesia,11,38390.0,38039,Santa Úrsula,,,,,,-16.490368,28.42480899,2016-05-09T12:45:15.374000,2015-08-04T13:34:28.221000
aparcamiento publico,Aparcamiento Publico,CL,Calle,Sabino Berthelot Augier,19,38300.0,38026,La Orotava,El Mayorazgo Cruce Cl Viera,,,,,-16.52620311,28.39147372,2016-05-09T12:45:15,2018-01-22T09:48:23.326000
aparcamiento publico,Aparcamiento público,Av,Avenida,Tinguaro,s/n,38370.0,38025,La Matanza,,,,,,-16.45721355,28.44864502,2023-10-31T10:07:35.006000,2023-10-31T10:07:35.006000
aparcamiento publico,Aparcamiento Publico 1,CL,Calle,Domingo Dominguez Luis,10,38300.0,38026,La Orotava,,,,,,-16.51968312,28.39070298,2016-05-09T12:45:15,2015-08-04T13:30:57
aparcamiento publico,Aparcamiento Publico 2,CL,Calle,Domingo Dominguez Luis,10,38300.0,38026,La Orotava,,,,,,-16.51977123,28.39029733,2016-05-09T12:45:15,2018-01-22T09:18:53.547000
aparcamiento publico,Aparcamiento Publico 3,CL,Calle,Domingo Dominguez Luis,10,38300.0,38026,La Orotava,,,,,,-16.52020737,28.38991882,2016-05-09T12:45:15,2015-08-04T13:30:57
aparcamiento publico,Aparcamiento Publico Alsaca,AV,Avenida,Maritima,25,38509.0,38011,Candelaria,Ed Alsaca,,,922517474.0,,-16.36588193,28.36263847,2016-05-09T12:45:15,2018-06-22T12:03:04.919000
aparcamiento publico,Aparcamiento Publico Alvarez Descubierto,CL,Calle,Emeterio Gutierrez Albelo,4,38430.0,38022,Icod de los Vinos,,,,,,-16.718849,28.36817599,2016-05-09T12:45:15.374000,2015-08-04T13:09:51.115000
